"n","k","beta1","beta2","beta3","rep","LC"
100,500,0.1,10,10,24,1.3431861450273e-08
100,500,0.1,10,10,25,5.52245393918988e-05
100,500,0.1,10,10,26,9.37774803118141e-05
100,500,0.1,10,10,27,6.77865779335513e-08
100,500,0.1,10,10,28,5.51222114787023e-09
100,500,0.1,10,10,29,1.32410632728123e+167
100,500,0.1,10,10,30,5.63409877836962e-09
1000,500,0.1,10,10,1,2.38493342934103e-87
1000,500,0.1,10,10,2,3.86227031987124e-106
1000,500,0.1,10,10,3,3.26738121874868e-115
1000,500,0.1,10,10,4,1.03404541387702e-118
1000,500,0.1,10,10,5,3.92721609613953e-104
1000,500,0.1,10,10,6,5.36896177314213e-101
1000,500,0.1,10,10,7,4.56018644003868e-112
1000,500,0.1,10,10,8,4.28676693378538e-118
1000,500,0.1,10,10,9,1.57099005417589e-129
1000,500,0.1,10,10,10,3.65300789184099e-108
1000,500,0.1,10,10,11,1.17438681629789e-104
1000,500,0.1,10,10,12,2.06062132406735e-113
1000,500,0.1,10,10,13,2.40856710719765e-114
1000,500,0.1,10,10,14,8.56947598662315e-108
1000,500,0.1,10,10,15,3.65998052278546e-116
1000,500,0.1,10,10,16,4.51426121450909e-103
1000,500,0.1,10,10,17,1.14392546775021e-113
1000,500,0.1,10,10,18,1.71658029455293e-113
1000,500,0.1,10,10,19,6.4319406457359e-110
1000,500,0.1,10,10,20,3.84273442168107e-114
1000,500,0.1,10,10,21,1.91472796932258e-110
1000,500,0.1,10,10,22,8.0472838428623e-108
1000,500,0.1,10,10,23,1.65138645940618e-103
1000,500,0.1,10,10,24,1.14367013474588e-114
1000,500,0.1,10,10,25,8.20801478696451e-111
1000,500,0.1,10,10,26,1.88888067317896e-94
1000,500,0.1,10,10,27,1.05068244205261e-111
1000,500,0.1,10,10,28,2.78351598248754e-108
1000,500,0.1,10,10,29,7.00298758207366e-109
1000,500,0.1,10,10,30,1.1003282691161e-113
10000,500,0.1,10,10,1,0
10000,500,0.1,10,10,2,0
10000,500,0.1,10,10,3,0
10000,500,0.1,10,10,4,0
10000,500,0.1,10,10,5,0
10000,500,0.1,10,10,6,0
10000,500,0.1,10,10,7,0
10000,500,0.1,10,10,8,0
10000,500,0.1,10,10,9,0
10000,500,0.1,10,10,10,0
10000,500,0.1,10,10,11,0
10000,500,0.1,10,10,12,0
10000,500,0.1,10,10,13,0
10000,500,0.1,10,10,14,0
10000,500,0.1,10,10,15,0
10000,500,0.1,10,10,16,0
10000,500,0.1,10,10,17,0
10000,500,0.1,10,10,18,0
10000,500,0.1,10,10,19,0
10000,500,0.1,10,10,20,0
10000,500,0.1,10,10,21,0
10000,500,0.1,10,10,22,0
10000,500,0.1,10,10,23,0
10000,500,0.1,10,10,24,0
10000,500,0.1,10,10,25,0
10000,500,0.1,10,10,26,0
10000,500,0.1,10,10,27,0
10000,500,0.1,10,10,28,0
10000,500,0.1,10,10,29,0
10000,500,0.1,10,10,30,0
100,2000,0.1,10,10,1,0.000155330554308961
100,2000,0.1,10,10,2,9.01522220260589e-06
100,2000,0.1,10,10,3,4.24093871285033e-10
100,2000,0.1,10,10,4,6.83981052013745e-09
100,2000,0.1,10,10,5,4.85486996827355e-06
100,2000,0.1,10,10,6,1.12895871571028e-05
100,2000,0.1,10,10,7,3.04836355384614e-06
100,2000,0.1,10,10,8,1.929202693449e-08
100,2000,0.1,10,10,9,5.20486044426353e+108
100,2000,0.1,10,10,10,1.73194752044444e-06
100,2000,0.1,10,10,11,1.52119263359124e-13
100,2000,0.1,10,10,12,6.18484751281868e-09
100,2000,0.1,10,10,13,1.85705837180221e-05
100,2000,0.1,10,10,14,0.0860261816375589
100,2000,0.1,10,10,15,2.73718957488975e-08
100,2000,0.1,10,10,16,3.91029555904856e-05
100,2000,0.1,10,10,17,1.0365390284083e-09
100,2000,0.1,10,10,18,518599112.763582
100,2000,0.1,10,10,19,8.25530317312195e-09
100,2000,0.1,10,10,20,4.06751779261432e+20
100,2000,0.1,10,10,21,1
100,2000,0.1,10,10,22,1.67271568695857e-07
100,2000,0.1,10,10,23,3.95088902035543e-07
100,2000,0.1,10,10,24,7.86244937780294e-10
100,2000,0.1,10,10,25,3.54987438401071e-05
100,2000,0.1,10,10,26,0.000988996037050702
100,2000,0.1,10,10,27,4.45630124758251e-05
100,2000,0.1,10,10,28,3.03642416615457e-05
100,2000,0.1,10,10,29,0.209570120004652
100,2000,0.1,10,10,30,5.28609764304801e-08
1000,2000,0.1,10,10,1,1.18433132201157e-94
1000,2000,0.1,10,10,2,3.95579977161872e-113
1000,2000,0.1,10,10,3,2.01171372478499e-98
1000,2000,0.1,10,10,4,8.16302667859861e-109
1000,2000,0.1,10,10,5,1.19426816254382e-111
1000,2000,0.1,10,10,6,8.5028801759763e-115
1000,2000,0.1,10,10,7,8.71687147391622e-122
1000,2000,0.1,10,10,8,1.29112417523243e-115
1000,2000,0.1,10,10,9,1.4519053629156e-118
1000,2000,0.1,10,10,10,4.03681504699198e-104
1000,2000,0.1,10,10,11,5.68985174269475e-107
1000,2000,0.1,10,10,12,2.33742522444755e-116
1000,2000,0.1,10,10,13,2.16421393633367e-104
1000,2000,0.1,10,10,14,2.72588460937541e-115
1000,2000,0.1,10,10,15,4.41632524828071e-102
1000,2000,0.1,10,10,16,1.96600968292596e-96
1000,2000,0.1,10,10,17,3.37175890202503e-106
1000,2000,0.1,10,10,18,4.89903192858899e-105
1000,2000,0.1,10,10,19,6.64777026754389e-111
1000,2000,0.1,10,10,20,1.49423254728231e-101
1000,2000,0.1,10,10,21,7.1686370539793e-114
1000,2000,0.1,10,10,22,4.9039143933465e-101
1000,2000,0.1,10,10,23,5.78906094717868e-110
1000,2000,0.1,10,10,24,4.79419190088763e-110
1000,2000,0.1,10,10,25,5.99675885446463e-103
1000,2000,0.1,10,10,26,4.81333055427511e-110
1000,2000,0.1,10,10,27,3.16095219874532e-114
1000,2000,0.1,10,10,28,6.75732203529132e-111
1000,2000,0.1,10,10,29,2.81777343969089e-101
1000,2000,0.1,10,10,30,1.39990972232696e-113
10000,2000,0.1,10,10,1,0
10000,2000,0.1,10,10,2,0
10000,2000,0.1,10,10,3,0
10000,2000,0.1,10,10,4,0
10000,2000,0.1,10,10,5,0
10000,2000,0.1,10,10,6,0
10000,2000,0.1,10,10,7,0
10000,2000,0.1,10,10,8,0
10000,2000,0.1,10,10,9,0
10000,2000,0.1,10,10,10,0
10000,2000,0.1,10,10,11,0
10000,2000,0.1,10,10,12,0
10000,2000,0.1,10,10,13,0
10000,2000,0.1,10,10,14,0
10000,2000,0.1,10,10,15,0
10000,2000,0.1,10,10,16,0
10000,2000,0.1,10,10,17,0
10000,2000,0.1,10,10,18,0
10000,2000,0.1,10,10,19,0
10000,2000,0.1,10,10,20,0
10000,2000,0.1,10,10,21,0
10000,2000,0.1,10,10,22,0
10000,2000,0.1,10,10,23,0
10000,2000,0.1,10,10,24,0
10000,2000,0.1,10,10,25,0
10000,2000,0.1,10,10,26,0
10000,2000,0.1,10,10,27,0
10000,2000,0.1,10,10,28,0
10000,2000,0.1,10,10,29,0
10000,2000,0.1,10,10,30,0
100,5000,0.1,10,10,1,0.00884065729238606
100,5000,0.1,10,10,2,1261954169500525568
100,5000,0.1,10,10,3,3322.05427950697
100,5000,0.1,10,10,4,1.58807417519917e-06
100,5000,0.1,10,10,5,2.85478048655942e-11
100,5000,0.1,10,10,6,0.0631611870034309
100,5000,0.1,10,10,7,1.17214777653152e-06
100,5000,0.1,10,10,8,4.25993896294543e-05
100,5000,0.1,10,10,9,1.98967601466973
100,5000,0.1,10,10,10,1
100,5000,0.1,10,10,11,5.71462039628355e+26
100,5000,0.1,10,10,12,2.03573964942345e-07
100,5000,0.1,10,10,13,9.23120728345053e-08
100,5000,0.1,10,10,14,1.05987255661513e-05
100,5000,0.1,10,10,15,7.00280466058725e-10
100,5000,0.1,10,10,16,0.00273839506680737
100,5000,0.1,10,10,17,3.04547298366062e-07
100,5000,0.1,10,10,18,1.51716002741404e-10
100,5000,0.1,10,10,19,0.00223535209167535
100,5000,0.1,10,10,20,6.22045845447704e-09
100,5000,0.1,10,10,21,0.0370373428171058
100,5000,0.1,10,10,22,0.020681441815303
100,5000,0.1,10,10,23,0.000525809150181893
100,5000,0.1,10,10,24,0.000271884487454298
100,5000,0.1,10,10,25,1.71602654961491e-08
100,5000,0.1,10,10,26,1
100,5000,0.1,10,10,27,0.020407623810822
100,5000,0.1,10,10,28,0.00935240156558894
100,5000,0.1,10,10,29,3.21476289923052e+105
100,5000,0.1,10,10,30,1.3096201822641e-07
1000,5000,0.1,10,10,1,2.0336963332648e-99
1000,5000,0.1,10,10,2,1.80368802087902e-122
1000,5000,0.1,10,10,3,2.6157982015602e-118
1000,5000,0.1,10,10,4,5.82287754617868e-103
1000,5000,0.1,10,10,5,7.17789695064994e-109
1000,5000,0.1,10,10,6,6.1856639505983e-127
1000,5000,0.1,10,10,7,3.04605458351764e-113
1000,5000,0.1,10,10,8,8.3784472864311e-107
1000,5000,0.1,10,10,9,4.08308758929145e-111
1000,5000,0.1,10,10,10,1.47431610603525e-101
1000,5000,0.1,10,10,11,8.74218359310043e-103
1000,5000,0.1,10,10,12,7.51193666197647e-119
1000,5000,0.1,10,10,13,2.26604930642782e-111
1000,5000,0.1,10,10,14,5.7475526676113e-111
1000,5000,0.1,10,10,15,1.91463636283797e-111
1000,5000,0.1,10,10,16,3.90830698749961e-96
1000,5000,0.1,10,10,17,2.42921890592241e-115
1000,5000,0.1,10,10,18,3.69871838183114e-104
1000,5000,0.1,10,10,19,9.88090314206899e-111
1000,5000,0.1,10,10,20,2.56264074378845e-108
1000,5000,0.1,10,10,21,2.96824342053164e-120
1000,5000,0.1,10,10,22,4.00814089667005e-111
1000,5000,0.1,10,10,23,1.5933784733732e-107
1000,5000,0.1,10,10,24,5.98732890296178e-121
1000,5000,0.1,10,10,25,6.48801325102309e-110
1000,5000,0.1,10,10,26,5.66751823428112e-96
1000,5000,0.1,10,10,27,1.42279830739506e-120
1000,5000,0.1,10,10,28,1.83264556198799e-109
1000,5000,0.1,10,10,29,5.62297192512198e-101
1000,5000,0.1,10,10,30,5.00371837951577e-105
10000,5000,0.1,10,10,1,0
10000,5000,0.1,10,10,2,0
10000,5000,0.1,10,10,3,0
10000,5000,0.1,10,10,4,0
10000,5000,0.1,10,10,5,0
10000,5000,0.1,10,10,6,0
10000,5000,0.1,10,10,7,0
10000,5000,0.1,10,10,8,0
10000,5000,0.1,10,10,9,0
10000,5000,0.1,10,10,10,0
10000,5000,0.1,10,10,11,0
10000,5000,0.1,10,10,12,0
10000,5000,0.1,10,10,13,0
10000,5000,0.1,10,10,14,0
10000,5000,0.1,10,10,15,0
10000,5000,0.1,10,10,16,0
10000,5000,0.1,10,10,17,0
10000,5000,0.1,10,10,18,0
10000,5000,0.1,10,10,19,0
10000,5000,0.1,10,10,20,0
10000,5000,0.1,10,10,21,0
10000,5000,0.1,10,10,22,0
10000,5000,0.1,10,10,23,0
10000,5000,0.1,10,10,24,0
10000,5000,0.1,10,10,25,0
10000,5000,0.1,10,10,26,0
10000,5000,0.1,10,10,27,0
10000,5000,0.1,10,10,28,0
10000,5000,0.1,10,10,29,0
10000,5000,0.1,10,10,30,0
100,10,1,10,10,1,1.61430073995718e-07
100,10,1,10,10,2,6.50293555083612e-10
100,10,1,10,10,3,7.88129228533766e-13
100,10,1,10,10,4,1.02597340605492e-08
100,10,1,10,10,5,1.77165750982907e-10
100,10,1,10,10,6,9.95563935613887e-10
100,10,1,10,10,7,5.03792632093537e-09
100,10,1,10,10,8,9.33613165388408e-10
100,10,1,10,10,9,1.77930798677426e-08
100,10,1,10,10,10,7.63654438316557e-10
100,10,1,10,10,11,4.93897209532421e-09
100,10,1,10,10,12,7.40162213787948e-10
100,10,1,10,10,13,8.81014742939516e-13
100,10,1,10,10,14,2.57629841145486e-09
100,10,1,10,10,15,6.74380630826254e-13
100,10,1,10,10,16,6.89082683844968e-11
100,10,1,10,10,17,5.02197728823165e-06
100,10,1,10,10,18,7.9521092716399e-13
100,10,1,10,10,19,3.34745951882657e-09
100,10,1,10,10,20,6.46660582970952e-12
100,10,1,10,10,21,2.26736279941391e-10
100,10,1,10,10,22,4.78630480277823e-10
100,10,1,10,10,23,8.02735812014815e-08
100,10,1,10,10,24,9.55080295315791e-13
100,10,1,10,10,25,4.36346722062235e-09
100,10,1,10,10,26,1.46597205309432e-08
100,10,1,10,10,27,6.11303648132242e-13
100,10,1,10,10,28,1.94601210590573e-16
100,10,1,10,10,29,9.91843029957334e-10
100,10,1,10,10,30,5.31610551766807e-09
1000,10,1,10,10,1,6.18736722827797e-94
1000,10,1,10,10,2,2.18815583170525e-117
1000,10,1,10,10,3,1.75493021594192e-109
1000,10,1,10,10,4,1.33232278210363e-108
1000,10,1,10,10,5,1.34005956135917e-116
1000,10,1,10,10,6,2.0551520459626e-115
1000,10,1,10,10,7,8.57333813963628e-118
1000,10,1,10,10,8,3.02879515367652e-112
1000,10,1,10,10,9,5.88829763919168e-125
1000,10,1,10,10,10,1.35835415658344e-102
1000,10,1,10,10,11,8.28375209273385e-104
1000,10,1,10,10,12,7.34914440016148e-119
1000,10,1,10,10,13,2.13241485373422e-110
1000,10,1,10,10,14,2.79288842848038e-119
1000,10,1,10,10,15,9.05793867395506e-97
1000,10,1,10,10,16,8.08692876789945e-103
1000,10,1,10,10,17,1.24217044961444e-120
1000,10,1,10,10,18,2.59493073593239e-124
1000,10,1,10,10,19,2.4507461831865e-116
1000,10,1,10,10,20,6.23189377885829e-116
1000,10,1,10,10,21,2.31316728295592e-120
1000,10,1,10,10,22,1.83675629583747e-112
1000,10,1,10,10,23,3.46586369058135e-117
1000,10,1,10,10,24,1.81247634992892e-109
1000,10,1,10,10,25,6.49912919959084e-107
1000,10,1,10,10,26,8.8870295282601e-103
1000,10,1,10,10,27,1.68842157047322e-116
1000,10,1,10,10,28,4.47915748120843e-114
1000,10,1,10,10,29,1.09933555212608e-107
1000,10,1,10,10,30,4.48149532287395e-115
10000,10,1,10,10,1,0
10000,10,1,10,10,2,0
10000,10,1,10,10,3,0
10000,10,1,10,10,4,0
10000,10,1,10,10,5,0
10000,10,1,10,10,6,0
10000,10,1,10,10,7,0
10000,10,1,10,10,8,0
10000,10,1,10,10,9,0
10000,10,1,10,10,10,0
10000,10,1,10,10,11,0
10000,10,1,10,10,12,0
10000,10,1,10,10,13,0
10000,10,1,10,10,14,0
10000,10,1,10,10,15,0
10000,10,1,10,10,16,0
10000,10,1,10,10,17,0
10000,10,1,10,10,18,0
10000,10,1,10,10,19,0
10000,10,1,10,10,20,0
10000,10,1,10,10,21,0
10000,10,1,10,10,22,0
10000,10,1,10,10,23,0
10000,10,1,10,10,24,0
10000,10,1,10,10,25,0
10000,10,1,10,10,26,0
10000,10,1,10,10,27,0
10000,10,1,10,10,28,0
10000,10,1,10,10,29,0
10000,10,1,10,10,30,0
100,50,1,10,10,1,3.57822926074589e-09
100,50,1,10,10,2,1.62025294063664e-07
100,50,1,10,10,3,2.42567841773033e-10
100,50,1,10,10,4,2.76113700766322e-07
100,50,1,10,10,5,1.74024440292304e+97
100,50,1,10,10,6,2.63825740735445e-13
100,50,1,10,10,7,6.77844913343592e-08
100,50,1,10,10,8,2.39375842501722e-09
100,50,1,10,10,9,0.0236108485623503
100,50,1,10,10,10,8.68613002091415e-10
100,50,1,10,10,11,5.28083704569119e-10
100,50,1,10,10,12,4.79619352416707e-12
100,50,1,10,10,13,4.08150063406989e-19
100,50,1,10,10,14,9.17040972397692e-08
100,50,1,10,10,15,7.16175902734537e-12
100,50,1,10,10,16,7.50247130938472e-09
100,50,1,10,10,17,1.33285620964034e-10
100,50,1,10,10,18,1.87956734492035e-11
100,50,1,10,10,19,1.06382402980978e-08
100,50,1,10,10,20,5.86251691679319e-05
100,50,1,10,10,21,6.29769916241211e-07
100,50,1,10,10,22,2.0890737543877e-11
100,50,1,10,10,23,5.02969800794022e-12
100,50,1,10,10,24,2.95662136868964e-12
100,50,1,10,10,25,1.05054675020362e-07
100,50,1,10,10,26,2.17729739212498e-06
100,50,1,10,10,27,8.77879003917253e-08
100,50,1,10,10,28,5.34739348811139e-09
100,50,1,10,10,29,5.55901407681463e-06
100,50,1,10,10,30,5.03116265089856e-11
1000,50,1,10,10,1,2.67311864993747e-87
1000,50,1,10,10,2,5.5411319755162e-100
1000,50,1,10,10,3,1.98272679031264e-115
1000,50,1,10,10,4,1.71908998962251e-116
1000,50,1,10,10,5,2.46303287218404e-105
1000,50,1,10,10,6,7.97176609073133e-126
1000,50,1,10,10,7,4.88663717140897e-118
1000,50,1,10,10,8,3.7614415484945e-123
1000,50,1,10,10,9,3.23451744864345e-123
1000,50,1,10,10,10,4.39783116848391e-106
1000,50,1,10,10,11,2.02590065933337e-122
1000,50,1,10,10,12,9.21576877494541e-116
1000,50,1,10,10,13,5.01768701668698e-100
1000,50,1,10,10,14,1.83642352696417e-121
1000,50,1,10,10,15,7.63485517466722e-116
1000,50,1,10,10,16,4.37593504148726e-102
1000,50,1,10,10,17,1.58303905311982e-116
1000,50,1,10,10,18,7.82425508368699e-104
1000,50,1,10,10,19,2.33125784961878e-117
1000,50,1,10,10,20,8.60439306230815e-109
1000,50,1,10,10,21,1.61263445695016e-115
1000,50,1,10,10,22,1.81673930442392e-115
1000,50,1,10,10,23,5.23100409830133e-108
1000,50,1,10,10,24,5.02127415062058e-108
1000,50,1,10,10,25,7.09718816987688e-109
1000,50,1,10,10,26,8.52722786980547e-112
1000,50,1,10,10,27,2.71768192640707e-112
1000,50,1,10,10,28,3.54609558020941e-114
1000,50,1,10,10,29,3.21196032352172e-104
1000,50,1,10,10,30,1.28555950839502e-106
10000,50,1,10,10,1,0
10000,50,1,10,10,2,0
10000,50,1,10,10,3,0
10000,50,1,10,10,4,0
10000,50,1,10,10,5,0
10000,50,1,10,10,6,0
10000,50,1,10,10,7,0
10000,50,1,10,10,8,0
10000,50,1,10,10,9,0
10000,50,1,10,10,10,0
10000,50,1,10,10,11,0
10000,50,1,10,10,12,0
10000,50,1,10,10,13,0
10000,50,1,10,10,14,0
10000,50,1,10,10,15,0
10000,50,1,10,10,16,0
10000,50,1,10,10,17,0
10000,50,1,10,10,18,0
10000,50,1,10,10,19,0
10000,50,1,10,10,20,0
10000,50,1,10,10,21,0
10000,50,1,10,10,22,0
10000,50,1,10,10,23,0
10000,50,1,10,10,24,0
10000,50,1,10,10,25,0
10000,50,1,10,10,26,0
10000,50,1,10,10,27,0
10000,50,1,10,10,28,0
10000,50,1,10,10,29,0
10000,50,1,10,10,30,0
100,100,1,10,10,1,7.70965152266473e-09
100,100,1,10,10,2,1.5103425845791e-07
100,100,1,10,10,3,4.70716007737629e-09
100,100,1,10,10,4,1.33258725021815e-07
100,100,1,10,10,5,1.21624678865564e-09
100,100,1,10,10,6,7.46312457333525e-09
100,100,1,10,10,7,6.36204890502985e-07
100,100,1,10,10,8,5.47097953288976e-08
100,100,1,10,10,9,0.0584096914587024
100,100,1,10,10,10,0.000165533073565439
100,100,1,10,10,11,3.50432779247385e-10
100,100,1,10,10,12,1.51125760537045e-08
100,100,1,10,10,13,1.11298199134834e-12
100,100,1,10,10,14,2.54196355038395e-06
100,100,1,10,10,15,2.22752469577824e-09
100,100,1,10,10,16,5.92700314981024e-09
100,100,1,10,10,17,1.36672195194387e-10
100,100,1,10,10,18,7.28082731980919e-07
100,100,1,10,10,19,0.000580604117569544
100,100,1,10,10,20,1.66849871109349e-08
100,100,1,10,10,21,1.29766059910884e-14
100,100,1,10,10,22,1.88099966414199e-05
100,100,1,10,10,23,3.91497516502104e-09
100,100,1,10,10,24,3.96681067627835e-06
100,100,1,10,10,25,6.16187612782262e-10
100,100,1,10,10,26,1.2717549466029e-05
100,100,1,10,10,27,0.000328658062732149
100,100,1,10,10,28,2.67211834627394e-13
100,100,1,10,10,29,0.599447728418491
100,100,1,10,10,30,2.68136670367107e-09
1000,100,1,10,10,1,9.25667204668861e-95
1000,100,1,10,10,2,1.98382334641601e-115
1000,100,1,10,10,3,5.38738811182262e-119
1000,100,1,10,10,4,4.29519026480401e-116
1000,100,1,10,10,5,3.24841394021131e-104
1000,100,1,10,10,6,8.54572625078718e-110
1000,100,1,10,10,7,7.65877370614701e-111
1000,100,1,10,10,8,1.64697198669989e-112
1000,100,1,10,10,9,1.12873718884931e-116
1000,100,1,10,10,10,2.44435425257734e-109
1000,100,1,10,10,11,1.26691816052926e-106
1000,100,1,10,10,12,1.8751578876682e-119
1000,100,1,10,10,13,6.89262134458325e-106
1000,100,1,10,10,14,1.32847372553778e-113
1000,100,1,10,10,15,2.39039816675806e-110
1000,100,1,10,10,16,2.09665349906953e-100
1000,100,1,10,10,17,6.53763425743498e-120
1000,100,1,10,10,18,1.07533533849672e-111
1000,100,1,10,10,19,4.34172925734509e-126
1000,100,1,10,10,20,8.39353023935036e-122
1000,100,1,10,10,21,1.7704277152783e-102
1000,100,1,10,10,22,1.29914557916854e-118
1000,100,1,10,10,23,2.38072863801591e-107
1000,100,1,10,10,24,4.56766197727171e-120
1000,100,1,10,10,25,1.75543932334783e-108
1000,100,1,10,10,26,3.68038370242889e-119
1000,100,1,10,10,27,1.17040795891507e-107
1000,100,1,10,10,28,3.93735268191747e-110
1000,100,1,10,10,29,1.23781150414515e-112
1000,100,1,10,10,30,6.24321125947191e-117
10000,100,1,10,10,1,0
10000,100,1,10,10,2,0
10000,100,1,10,10,3,0
10000,100,1,10,10,4,0
10000,100,1,10,10,5,0
10000,100,1,10,10,6,0
10000,100,1,10,10,7,0
10000,100,1,10,10,8,0
10000,100,1,10,10,9,0
10000,100,1,10,10,10,0
10000,100,1,10,10,11,0
10000,100,1,10,10,12,0
10000,100,1,10,10,13,0
10000,100,1,10,10,14,0
10000,100,1,10,10,15,0
10000,100,1,10,10,16,0
10000,100,1,10,10,17,0
10000,100,1,10,10,18,0
10000,100,1,10,10,19,0
10000,100,1,10,10,20,0
10000,100,1,10,10,21,0
10000,100,1,10,10,22,0
10000,100,1,10,10,23,0
10000,100,1,10,10,24,0
10000,100,1,10,10,25,0
10000,100,1,10,10,26,0
10000,100,1,10,10,27,0
10000,100,1,10,10,28,0
10000,100,1,10,10,29,0
10000,100,1,10,10,30,0
100,500,1,10,10,1,4.64191688605744e-05
100,500,1,10,10,2,0.0344268524457983
100,500,1,10,10,3,2.77431335534213e-05
100,500,1,10,10,4,5.95163738621639e-10
100,500,1,10,10,5,4.97410504214203e-06
100,500,1,10,10,6,9.74608748987936e-09
100,500,1,10,10,7,59.863110686342
100,500,1,10,10,8,6.89964599894992e-13
100,500,1,10,10,9,4.03057021484795
100,500,1,10,10,10,1.21381772810231e-08
100,500,1,10,10,11,5.51691306299562e-10
100,500,1,10,10,12,4.43162259276839e-08
100,500,1,10,10,13,1.6957685234123e-09
100,500,1,10,10,14,1.16158122636897e-11
100,500,1,10,10,15,1.65834421733892e-10
100,500,1,10,10,16,1.17527353332395e-10
100,500,1,10,10,17,1.12123256764684e-11
100,500,1,10,10,18,1.20254929240446e-05
100,500,1,10,10,19,1.33571062865997e-08
100,500,1,10,10,20,30281096334854452
100,500,1,10,10,21,6.4335305961091e-06
100,500,1,10,10,22,5.25902133285436e-06
100,500,1,10,10,23,0.000131825373389043
100,500,1,10,10,24,1.3431861450273e-08
100,500,1,10,10,25,5.52245393919019e-05
100,500,1,10,10,26,9.37774803118141e-05
100,500,1,10,10,27,6.77865779335475e-08
100,500,1,10,10,28,5.51222114787023e-09
100,500,1,10,10,29,1.32410632727913e+167
100,500,1,10,10,30,5.63409877836946e-09
1000,500,1,10,10,1,2.38493342934103e-87
1000,500,1,10,10,2,3.86227031987124e-106
1000,500,1,10,10,3,3.26738121874868e-115
1000,500,1,10,10,4,1.03404541387702e-118
1000,500,1,10,10,5,3.92721609613953e-104
1000,500,1,10,10,6,5.36896177314091e-101
1000,500,1,10,10,7,4.56018644003868e-112
1000,500,1,10,10,8,4.28676693378635e-118
1000,500,1,10,10,9,1.57099005417589e-129
1000,500,1,10,10,10,3.65300789184099e-108
1000,500,1,10,10,11,1.17438681629789e-104
1000,500,1,10,10,12,2.06062132406735e-113
1000,500,1,10,10,13,2.40856710719765e-114
1000,500,1,10,10,14,8.56947598662315e-108
1000,500,1,10,10,15,3.6599805227863e-116
1000,500,1,10,10,16,4.51426121450909e-103
1000,500,1,10,10,17,1.14392546775021e-113
1000,500,1,10,10,18,1.71658029455293e-113
1000,500,1,10,10,19,6.43194064573882e-110
1000,500,1,10,10,20,3.84273442168107e-114
1000,500,1,10,10,21,1.91472796932258e-110
1000,500,1,10,10,22,8.04728384286413e-108
1000,500,1,10,10,23,1.65138645940618e-103
1000,500,1,10,10,24,1.14367013474588e-114
1000,500,1,10,10,25,8.20801478696265e-111
1000,500,1,10,10,26,1.88888067317896e-94
1000,500,1,10,10,27,1.05068244205261e-111
1000,500,1,10,10,28,2.78351598248754e-108
1000,500,1,10,10,29,7.00298758207366e-109
1000,500,1,10,10,30,1.10032826911635e-113
10000,500,1,10,10,1,0
10000,500,1,10,10,2,0
10000,500,1,10,10,3,0
10000,500,1,10,10,4,0
10000,500,1,10,10,5,0
10000,500,1,10,10,6,0
10000,500,1,10,10,7,0
10000,500,1,10,10,8,0
10000,500,1,10,10,9,0
10000,500,1,10,10,10,0
10000,500,1,10,10,11,0
10000,500,1,10,10,12,0
10000,500,1,10,10,13,0
10000,500,1,10,10,14,0
10000,500,1,10,10,15,0
10000,500,1,10,10,16,0
10000,500,1,10,10,17,0
10000,500,1,10,10,18,0
10000,500,1,10,10,19,0
10000,500,1,10,10,20,0
10000,500,1,10,10,21,0
10000,500,1,10,10,22,0
10000,500,1,10,10,23,0
10000,500,1,10,10,24,0
10000,500,1,10,10,25,0
10000,500,1,10,10,26,0
10000,500,1,10,10,27,0
10000,500,1,10,10,28,0
10000,500,1,10,10,29,0
10000,500,1,10,10,30,0
100,2000,1,10,10,1,0.000155330554308961
100,2000,1,10,10,2,9.01522220260589e-06
100,2000,1,10,10,3,4.24093871285033e-10
100,2000,1,10,10,4,6.83981052013745e-09
100,2000,1,10,10,5,4.85486996827369e-06
100,2000,1,10,10,6,1.12895871571024e-05
100,2000,1,10,10,7,3.04836355384614e-06
100,2000,1,10,10,8,1.929202693449e-08
100,2000,1,10,10,9,5.20486044426116e+108
100,2000,1,10,10,10,1.73194752044444e-06
100,2000,1,10,10,11,1.52119263359124e-13
100,2000,1,10,10,12,6.18484751281868e-09
100,2000,1,10,10,13,1.85705837180227e-05
100,2000,1,10,10,14,0.0860261816375613
100,2000,1,10,10,15,2.73718957488975e-08
100,2000,1,10,10,16,3.91029555904856e-05
100,2000,1,10,10,17,1.0365390284083e-09
100,2000,1,10,10,18,518599112.763538
100,2000,1,10,10,19,8.25530317312195e-09
100,2000,1,10,10,20,4.06751779261467e+20
100,2000,1,10,10,21,1
100,2000,1,10,10,22,1.67271568695861e-07
100,2000,1,10,10,23,3.95088902035543e-07
100,2000,1,10,10,24,7.86244937780294e-10
100,2000,1,10,10,25,3.54987438401071e-05
100,2000,1,10,10,26,0.000988996037050702
100,2000,1,10,10,27,4.45630124758251e-05
100,2000,1,10,10,28,3.03642416615457e-05
100,2000,1,10,10,29,0.209570120004652
100,2000,1,10,10,30,5.28609764304801e-08
1000,2000,1,10,10,1,1.1843313220113e-94
1000,2000,1,10,10,2,3.95579977161872e-113
1000,2000,1,10,10,3,2.01171372478499e-98
1000,2000,1,10,10,4,8.16302667859861e-109
1000,2000,1,10,10,5,1.19426816254409e-111
1000,2000,1,10,10,6,8.5028801759763e-115
1000,2000,1,10,10,7,8.71687147391622e-122
1000,2000,1,10,10,8,1.29112417523184e-115
